State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Television,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Total_Power_Parity
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,1185787,1134742,1621232,902359,718873,478586,275678,932707,684020,248687,2197709,94254,6434,237,111,201,296834,7370,28289,601154,82440,683594,342192,470502,416510,267354,112392,105962,27493,1742405,628627,2371032,1303828,622575,390611,161266,502635,15734,20029,54495,74524,93038,332079,138110,100931,103304,19500,158129,399222,52884,9291,11631,1805,535,65670,2664
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,760260,746077,1094140,596269,497871,334896,30428,468599,409559,59040,1398543,104202,745,169,81,111,164636,2637,15609,373862,54244,428106,210736,391081,297270,177013,71815,67536,17449,1232900,323145,1556045,848660,393629,260486,86821,296688,8307,7351,21650,29001,39097,172525,68331,65097,86164,21837,93597,225412,44020,10122,13377,2491,764,26718,1711
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1352760,1271710,2011469,1103033,908436,498633,93745,936365,761876,174489,2457729,141263,11985,1026,6276,1180,349587,15046,40589,579529,210768,790297,289414,545514,513039,328319,159456,181601,45279,2062622,472182,2534804,1372301,743090,499895,236867,494043,58873,18775,53566,72341,96445,358552,149191,112916,111395,24543,140767,419696,66251,14098,18244,3201,945,62640,3852
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,612593,580218,829910,464093,365817,234079,162056,435533,340552,94981,1185542,4805,727,124,366,39,117172,1810,10600,315390,36979,352369,188872,238599,193395,132002,53162,43064,10903,859997,341887,1201884,641697,326233,222398,66148,263641,9666,9130,33871,43001,49097,176751,72187,55467,52484,6134,127786,214369,28592,3889,4631,584,158,30778,1334
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,282882,294935,262537,153663,108874,39175,313714,293933,155907,138026,353160,1556,219482,53,2180,66,63112,635,5523,152095,23050,175145,68405,76419,54787,36977,17084,12556,1882,268110,335821,603931,345387,144043,85072,23672,119272,7161,6623,14473,21096,18351,69329,26757,24221,32974,5419,47598,91784,13439,1791,2078,246,41,21517,617
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1779218,1749813,2210050,1262652,947398,688235,118928,1501772,990027,511745,3486059,13315,23975,590,174,170,405298,9049,41059,795476,219918,1015394,518072,767140,508511,297490,121151,97147,31266,2340777,1055331,3396108,1980232,924756,613249,257515,672524,74534,29401,71997,101398,100085,429102,166690,162327,187270,39124,255386,529384,103539,23512,29241,4698,1031,94730,4377
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,296690,282815,405879,228092,177787,104620,176758,247707,172018,75689,553587,12783,10462,1441,80,70,81433,2498,7555,103224,73962,177186,69122,101541,103622,70928,32909,22010,7932,408064,143508,551572,320156,159477,98555,57831,107762,21243,6646,16582,23228,24085,81687,33104,24498,26277,3432,42897,101028,12354,1663,1991,259,69,19251,870
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,787101,789768,802036,484177,317859,286580,449456,751930,447290,304640,1555367,4975,11160,796,175,1225,91171,1953,12622,456336,38412,494748,213426,225468,172905,94044,40383,27385,6840,780451,765368,1545819,880160,415778,275533,58571,382053,10876,19666,75066,94732,80742,238726,89124,68860,66964,4392,161883,330517,22551,1204,1364,134,26,50382,1562
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,359945,373165,399786,233900,165886,115544,392820,355349,193515,161834,580300,2138,148895,82,290,47,28736,768,6609,218446,24489,242935,108606,145604,108773,48856,21351,14962,2462,450614,287948,738562,436625,177471,117777,19477,156795,9613,9480,24120,33600,29073,92241,33620,29548,41443,4720,82502,131279,11463,916,1065,119,30,28197,739
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,717814,722547,1089265,579970,509295,309780,9484,466890,386382,80508,1386792,50247,1423,169,62,52,173107,1628,11836,414749,23494,438243,218444,357621,298557,203472,76449,75926,12507,1242976,294723,1537699,771284,374559,290894,96234,318778,5112,10236,29344,39580,49886,196212,78649,67677,76547,15066,130226,243965,41936,7922,10098,1686,490,31406,1540
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,1167137,1084536,1749936,957515,792421,297472,115051,792193,645880,146313,2147632,84060,12527,1264,475,476,349860,35701,75588,331834,356895,688729,276378,445785,436534,295099,177974,247498,66645,1945913,371244,2317157,1199521,653346,391701,253754,361364,102422,18058,44580,62638,84648,306708,128638,93422,96982,23308,109546,351892,63308,14040,18047,3203,804,56389,4186
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,678809,700838,568090,340843,227247,196540,697583,693406,384053,309353,1294151,8850,68550,518,219,491,85766,3988,17294,381789,78339,460128,158847,158653,98266,60589,32257,29000,10200,547812,770707,1318519,818578,348803,207206,60021,294487,30413,24598,56868,81466,56195,183550,68441,58914,67257,5932,119374,254148,26944,2145,2437,245,47,54676,1519
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,303624,309568,244706,147001,97705,138295,354614,310666,170495,140171,600219,1871,10039,213,43,195,24604,448,3908,167884,15839,183723,60913,64683,44962,19031,8487,5585,1202,204863,390356,595219,381913,146355,83284,16397,128850,5901,6373,17237,23610,21796,76786,28031,26959,34167,2887,50855,104884,12404,857,932,65,10,19230,564
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,1256213,1263525,1369397,794171,575226,184682,1479576,1223534,697782,525752,2113079,33706,15008,661,162,109,140189,2950,17999,689110,64479,753589,283489,390037,385216,214921,92060,72847,17415,1455985,1094844,2550829,1449729,650135,414076,83167,559038,17104,32205,71256,103461,97992,341257,136689,106576,126527,16403,254494,430350,56862,6052,7021,821,148,93415,2747
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,502636,460153,688362,392333,296029,136399,58691,343633,284591,59042,955754,5278,383,107,33,24,124984,1163,8278,261646,26688,288334,174904,227102,177180,90089,36951,33148,5685,745059,232558,977617,502136,262086,196994,50425,219723,7144,6935,27065,34000,41202,151006,63815,45989,40150,5812,71861,174854,29322,4341,5245,720,184,21547,984
Orissa,Nuapada,20.47130951219512,82.59152536585364,394,610382,301962,308420,299383,180903,118480,82159,206327,305438,168155,137283,601092,4952,1778,724,76,905,43976,757,4221,197258,11869,209127,64389,114394,73787,51886,19577,10131,4316,338480,316086,654566,344075,152681,112325,21975,152129,3851,6701,27054,33755,30196,94057,35145,28716,29939,2196,61742,128333,11864,897,1013,95,21,18737,205
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,865380,833350,1291939,704857,587082,325133,6129,621676,498461,123215,1644905,46094,4239,193,243,94,201605,3416,16006,402014,72210,474224,251520,413605,364098,179086,84374,87000,15511,1395194,309790,1704984,888134,477430,328666,118112,343935,17603,8976,29831,38807,58018,231885,95123,78744,81794,16996,126862,270707,51583,9651,12268,2037,580,34924,2027
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,471960,495951,407735,241959,165776,139514,541905,467122,258032,209090,874445,4607,84916,219,249,123,61543,1553,9166,237343,49205,286548,84956,97387,73210,46001,21439,17681,6306,346980,583140,930120,577569,245766,140825,42998,201492,17683,13929,31430,45359,36916,124357,47122,40319,50421,5827,74441,166387,17042,1555,1749,162,32,40786,1074
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,526877,514222,703691,393192,310499,191827,355261,505840,313161,192679,964188,20120,50637,2506,310,86,126498,5231,14521,220697,94798,315495,133005,185289,171876,108455,50705,45828,13071,708229,282248,990477,565700,286575,186726,91058,212516,27844,12690,32844,45534,45909,152584,61507,45168,45780,4931,75332,187345,21159,2471,2934,372,91,37391,1548
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,1061147,1032290,1342322,750147,592175,191660,1062349,873227,584687,288540,1532352,71391,385011,5713,710,721,223537,12787,35024,387911,230151,618062,208100,350349,335380,243386,120373,94710,36590,1388888,660465,2049353,1188918,573238,324436,164585,356607,73640,22086,55307,77393,81425,278223,110866,85932,102594,15083,162829,351438,44411,5684,6939,1008,247,70505,3130
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,97809,102413,154916,79903,75013,35348,0,68301,53139,15162,152638,28835,18391,46,63,54,47880,1868,4870,35618,33715,69333,18943,32899,33458,29456,15930,18998,4877,154561,32717,187278,102333,60089,37434,38869,33788,12831,2894,5828,8722,9084,33606,15087,9435,6876,864,1322,36645,4554,628,771,115,28,8098,4890
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,19143,22673,36470,16610,19860,144,0,11802,9093,2709,27940,12856,958,3,21,14,7150,574,1484,0,12110,12110,2948,6043,7930,8773,5711,4475,978,36858,2993,39851,19760,12543,9428,6488,6569,494,185,402,587,821,3559,1655,1083,1709,1342,51,3991,1267,489,685,132,64,1254,10027
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,27301,28325,39274,19919,19355,8427,0,16760,14047,2713,53537,1191,873,3,1,4,12859,207,597,0,15519,15519,3804,10954,8806,8044,4101,3836,1315,40860,14923,55783,31973,15235,8402,7393,6947,5816,311,1568,1879,2401,9821,4851,2569,1521,87,298,10594,821,58,66,8,0,1827,10027
Punjab,Amritsar,31.54867982062777,74.79883856502238,49,2490656,1318408,1172248,1684770,932981,751789,770864,0,917856,735195,182661,690939,12502,54344,1716935,876,3152,461231,29961,63864,275477,385476,660953,197944,313874,283819,328229,203656,142399,15879,1485800,540010,2025810,1384987,667193,436496,413460,430041,41576,8987,27743,36730,53282,276797,113079,110436,138044,28732,6683,324471,87870,19372,22637,2777,488,45325,6979
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,743197,645328,844868,488261,356607,450473,0,549986,432988,116998,380569,16299,2474,984286,246,1266,255650,11284,32253,218159,137563,355722,117795,182796,145626,163928,96329,70240,16666,793380,438529,1231909,754927,377707,255283,204051,235988,21224,6681,15380,22061,29909,152743,64112,58722,73819,17412,15026,168278,55630,13697,15928,1876,355,26199,3365
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,326671,290837,381285,215767,165518,240328,0,221555,185049,36506,141363,3125,1227,469789,155,1109,113549,4348,12276,99946,58917,158863,53734,89433,71178,75419,48360,29838,5790,373752,204895,578647,336540,164962,113721,93053,109071,6142,2260,6768,9028,13162,67572,27494,26916,34001,7592,11526,76761,25289,5936,6901,816,149,9242,1540
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,320795,279368,426033,238696,187337,192493,0,214783,182777,32006,152851,16808,1698,427521,48,178,113683,5138,14294,117559,57337,174896,51897,102257,83931,95073,59555,34990,4607,432310,142314,574624,321018,166781,111028,98080,101426,11510,3373,7170,10543,12956,65329,26856,25517,31413,8468,2399,71651,23817,6191,7425,1003,231,12860,1640
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,1071637,957437,1227511,707070,520441,855726,0,756695,596406,160289,906408,6844,19358,1090815,454,1143,349662,10042,31070,348522,153868,502390,196971,306838,226433,221806,147698,82448,25734,1207928,714869,1922797,1171770,525459,331259,277615,344538,17695,5935,20792,26727,38362,209891,83824,87705,112699,24850,32378,251154,72346,17405,20602,2805,392,30065,4283
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1212617,1085706,1634719,907660,727059,580576,0,757138,637652,119486,1074332,27667,176587,1002874,405,580,411216,14428,38445,420860,185488,606348,180897,315156,290618,372317,243539,104345,22107,1528979,478020,2006999,1261421,611353,423301,365644,409745,14231,7861,21055,28916,43883,247200,100635,102682,126141,28955,7052,285718,82786,19869,23635,3187,579,39073,5982
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,809057,777568,1199699,637927,561772,557504,0,499822,412506,87316,1000743,23089,14968,538208,3476,2034,319930,13747,34328,422673,128592,551265,143871,256127,238975,301435,176013,93618,17427,1227466,294723,1522189,831741,422782,330671,285904,303081,17651,12002,26350,38352,44638,198627,80977,73012,78502,14213,13080,217844,52307,9712,11214,1309,193,48329,4305
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,1145211,1048379,1622537,882581,739956,854444,0,774472,639484,134988,1394329,30233,26016,718363,11385,4011,446200,39082,79134,330339,377791,708130,183441,333736,304652,339758,216646,162965,34576,1575774,387809,1963583,1159156,616431,416449,401189,378807,61615,15964,36351,52315,60945,273097,112642,99510,107202,21459,9274,303584,68750,13495,15600,1805,300,66139,6883
Punjab,Kapurthala,31.33659263803684,75.47641165644177,36,815168,426311,388857,576567,316254,260313,276707,0,284165,235562,48603,336124,10190,5445,453692,6662,553,161206,9732,23145,165433,95770,261203,71698,127031,112774,128828,77442,48221,9501,575495,174995,750490,433331,222324,157833,144945,141816,18924,5447,12347,17794,20440,96950,40344,36166,41775,8817,4941,110069,28131,5932,7043,943,168,20093,2472
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1867816,1630923,2560225,1428348,1131877,923358,0,1284822,1053600,231222,1502403,77713,16517,1863408,2007,19620,703624,58589,123400,395032,641789,1036821,277247,488129,443759,527568,318876,272280,44240,2372099,631980,3004079,1901528,980046,614258,604959,570487,127020,25002,51806,76808,88053,417697,172627,157017,181920,39679,11905,476270,122292,27009,31634,3911,714,85908,10593
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,408732,361019,423560,244037,179523,258878,0,328512,230739,97773,156539,10375,917,598443,123,1577,140099,2673,10085,145603,50786,196389,75708,106162,84553,85953,48663,27461,5658,434158,311513,745671,420050,200882,146103,102314,140422,4905,2780,7776,10556,15496,83497,34500,33501,43195,9879,15831,95737,30615,7184,8364,982,198,12411,1694
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,525920,469826,627889,348549,279340,363417,0,359172,292379,66793,158414,9388,3277,818921,178,436,183396,7897,21662,214295,74144,288439,98764,158812,116716,128693,85642,37417,11956,638000,306336,944336,535408,258826,194768,152610,178205,9104,4014,10988,15002,20558,106380,42398,43424,56638,13208,13867,124032,38321,8484,10212,1410,318,18663,2774
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,475622,426274,524848,300401,224447,381554,0,335326,272699,62627,254920,4333,1681,638625,240,744,166585,4571,14077,149507,74650,224157,90240,137470,101852,104682,62612,36905,10666,544427,340886,885313,495167,242628,162297,130482,159581,9169,3133,9529,12662,18916,97967,39766,39285,50539,11624,19488,112350,36561,9078,10416,1119,219,13465,2025
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,1002522,893164,1266791,711052,555739,465359,0,660267,549661,110606,783306,40043,5683,1059944,245,1914,352929,24274,55105,299279,218090,517369,173890,283837,239609,256826,157435,141947,27272,1280816,518772,1799588,1042519,517079,335100,308440,325608,28546,7644,21213,28857,40628,212045,90122,81295,97179,23659,15679,235508,74053,17967,21439,2872,600,30740,5679
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,357485,327142,502731,278534,224197,180905,0,233676,186910,46766,304481,14492,2094,361045,118,653,129123,6600,17542,148162,60537,208699,53005,107715,98135,116836,68794,38823,9388,492696,124100,616796,365300,185424,131707,111937,114943,14317,3762,7605,11367,13894,76248,32111,30243,36233,9006,7390,86325,25742,6079,7234,981,174,13553,2034
Punjab,Sangrur,30.18504520433689,75.89437014178496,53,1655169,878029,777140,1002077,570413,431664,461609,0,568758,485129,83629,389410,179116,2406,1077438,268,3222,305557,10736,30955,292156,156788,448944,163251,250833,197901,220210,130155,73636,18393,1054379,570103,1624482,904316,435148,311621,244837,294479,15033,6907,17039,23946,33400,175723,71966,70357,90990,23371,16526,198490,68026,17062,20319,2642,615,27195,3943
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,1324085,1258967,1526673,926268,600405,478027,63482,1053722,686149,367573,2201663,314159,10605,6799,417,45614,393498,13499,41732,409335,274919,684254,379043,394576,313680,200191,130608,172683,28138,1618919,1034334,2653253,1561077,629951,388040,250461,437083,40066,18014,42264,60278,49429,230721,88933,92359,147203,45729,139149,314176,83680,25926,33606,5942,1738,52469,4339
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1939026,1735153,2182476,1359829,822647,653036,289249,1708542,994171,714371,3039279,547335,2696,64532,4384,13221,485723,9750,45770,782294,212967,995261,492781,492981,468628,324050,230415,222622,31390,2262867,1384905,3647772,2346721,836000,490137,258862,595153,27599,14425,40322,54747,52787,288169,114385,120997,205655,80342,152904,403740,113701,49889,65112,11527,3696,46360,5732
Rajasthan,Banswara,23.45364203296701,74.44246868131869,125,1797485,907754,889731,829343,513854,315489,80091,1372999,916574,482236,434338,1701234,48834,22250,427,138,22613,120603,2324,15062,390437,39407,429844,240067,190259,137780,75011,50438,47094,8145,748794,1040914,1789708,1153029,406214,216554,48693,352341,10180,7473,35994,43467,47159,192481,71712,73610,116222,13889,162290,279122,52822,5271,5992,617,104,28123,2734
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,633945,588810,693307,432607,260700,221184,276857,552583,329754,222829,1133349,79984,1432,3066,84,2795,161310,1363,9491,249184,69804,318988,203489,194024,144190,76209,46847,49939,8057,722755,545842,1268597,762204,286344,173100,88344,223828,13069,6693,22098,28791,24758,120591,45415,50418,76898,14041,64349,170718,41104,8689,10462,1441,332,18037,1741
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,1369022,1234729,1188322,783461,404861,436414,176257,1202482,696240,506242,2244882,321192,1157,450,157,34010,126494,2766,37730,542825,55980,598805,406804,352636,219932,101291,52272,39533,7328,1179796,1501858,2681654,1731122,527629,326476,52926,436661,8087,8560,29664,38224,39063,180122,61824,79235,184503,44927,177723,313839,77361,15768,19460,3021,671,37116,3437
