State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Television,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Total_Power_Parity
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,575912,551121,600785,353030,247755,130202,313304,461760,284289,177471,1077545,34419,511,128,92,93,102228,837,10790,250953,25916,276869,185550,168224,129344,80312,60845,33067,3896,661238,477472,1138710,721531,253685,150959,26502,231540,5173,13560,31770,45330,27536,109754,39560,42658,70332,13058,90105,171599,31910,6187,8213,1528,498,26752,3019
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,760355,684811,747940,459353,288587,361604,67857,655318,402776,252542,1383475,44143,588,251,109,15569,132725,1090,10899,322772,60220,382992,202448,188694,143231,78053,58245,35034,5340,711045,659348,1370393,898323,343824,201875,62828,292003,5586,12354,33699,46053,30580,152296,59978,61738,84868,15997,132858,211780,45660,10204,12472,1837,431,29302,1591
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1016289,970575,1240990,730817,510173,523869,48730,897442,569425,328017,1718204,233133,4659,3241,945,24622,323379,7501,27733,300765,188684,489449,286534,280030,178295,159263,119586,111290,13282,1148280,659279,1807559,1156749,508302,320502,181659,338261,36739,13314,33412,46726,42482,203426,82938,78006,106544,27582,112781,247634,73411,20198,25274,3946,1130,37959,2599
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,330674,314084,356672,210907,145765,58147,300687,289691,175698,113993,620515,15966,667,190,70,220,67975,839,6360,138100,29966,168066,90791,94011,74854,43418,27216,18144,2784,351218,230782,582000,403030,158140,82984,22502,134416,4877,7933,20578,28511,19472,76556,27821,29263,35468,3894,42395,110110,15267,2307,2690,324,59,16362,692
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,769568,689307,862918,512344,350574,292144,67603,550402,401583,148819,1287391,149548,1313,914,295,18490,181510,1926,12888,292579,83830,376409,242021,214603,123650,104007,65581,59814,6780,816456,512311,1328767,919239,335690,203005,96565,275519,15915,12975,32112,45087,34981,149467,54230,60256,89879,12986,69081,225226,33365,5420,6637,989,228,32191,1583
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,932334,881572,1411281,758977,652304,364059,100280,768154,520362,247792,1107809,357253,4483,1504,328033,10205,314490,6163,24232,308158,196077,504235,231841,328367,275264,291391,205723,112574,15157,1460317,352687,1813004,998769,483200,327932,176674,339748,37265,13577,40804,54381,52202,234221,97428,84591,86078,16455,72003,286863,46987,8838,10693,1479,376,46592,3948
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1480768,1407677,2251875,1207104,1044771,506374,404128,1236322,837577,398745,2055177,421410,7223,2242,383891,11360,512492,9438,36185,508921,272894,781815,326195,468853,463051,525116,346876,203273,16148,2349512,478074,2827586,1540590,783549,553265,302188,569476,42996,23825,68468,92293,90409,398987,172071,136507,124902,21264,82305,469750,72743,11205,13343,1762,376,81610,6236
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,1466002,868733,597269,612064,1033,837770,599157,238613,2291133,237353,2218,295,334,775,44456,2362,31168,428291,49006,477297,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,1626969,564571,340948,45871,377134,6754,6645,23974,30619,27722,137515,47730,62063,143408,75580,38179,221195,88642,32349,49556,11594,5613,27729,2215
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,2503837,1430936,1072901,539368,143366,1575079,1015864,559215,2545438,786677,15991,5142,309093,30981,589477,23258,69937,551789,427343,979132,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,2211996,909771,571932,403594,580691,138210,22399,63485,85884,88118,415993,174101,153774,186833,47877,116410,515923,114583,28816,35684,5444,1424,70397,8119
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,899860,488709,411151,200372,88886,597305,345054,252251,1009352,26502,2145,831,154458,1017,227025,2932,13165,283843,72575,356418,115150,187870,208902,204435,153749,67061,12452,949619,235524,1185143,626978,333120,232754,117299,243836,26370,11857,27093,38950,38939,180328,79510,61879,50895,5600,56000,198202,32822,4162,4670,433,75,40079,2237
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,1718507,987185,731322,351254,32722,1255548,727819,527729,2174672,320395,2097,824,68482,8719,402052,5614,29198,563114,135457,698571,309704,436446,280800,316758,206530,129996,11438,1691672,821607,2513279,1473882,614615,494436,205352,492304,39323,16817,54460,71277,57981,296136,118905,119250,151010,26650,122888,375614,96737,18848,22161,2761,552,50561,4179
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1879874,1048892,830982,470895,124837,1219641,734024,485617,1845424,354236,3531,1668,364229,12242,423036,4767,24877,575405,152787,728192,315408,457067,400342,406379,228266,113783,19619,1940864,600436,2541300,1467457,641840,473071,225282,496630,31267,21975,58072,80047,70149,321880,134349,117382,127921,23183,127173,392034,79296,14394,16802,2000,408,64899,4421
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,1578615,872565,706050,348365,389441,1058172,648565,409607,1780085,92297,10701,5251,286734,3861,418666,8239,31419,451324,233331,684655,243773,316192,337320,351610,241179,126488,15040,1631602,516728,2148330,1163802,629890,403719,229635,440367,67694,25793,63808,89601,81791,352330,162114,108425,78830,8851,118279,397896,53264,6425,7243,707,111,71209,5085
Maharashtra,Dhule,21.27401869040052,74.58719071837263,498,2050862,1054031,996831,1293916,723388,570528,127571,647315,936370,570448,365922,1825460,187901,3653,1422,13405,12818,315332,6065,27139,382777,146013,528790,200494,323641,208571,290656,182739,114931,14526,1335558,649568,1985126,1167569,513908,350747,174524,344482,54960,13980,34096,48076,41877,217726,90252,85597,112622,30276,36121,271935,73107,17909,21672,3094,669,41986,3583
Maharashtra,Gondiya,21.225008411215,80.17522698598128,507,1322507,661554,660953,1004243,542837,461406,175961,214253,665419,383151,282268,1153861,26157,1827,2160,125282,1568,239981,2866,13595,319702,66813,386515,138457,237888,231153,225595,159570,57923,9620,1060206,256549,1316755,704214,371908,244111,104997,266154,17945,11264,26599,37863,36760,178543,76317,65466,64380,8645,61648,204840,42804,6078,7017,802,137,34770,2183
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,790743,450551,340192,182565,111954,569182,330903,238279,863199,127552,992,643,176679,5278,159114,1221,9676,242456,41913,284369,175736,266649,127246,136075,74544,38698,5932,824880,331388,1156268,692117,281905,201828,73640,209663,13034,5715,18442,24157,22066,120315,48484,49765,66399,16170,57492,152388,43401,10726,13185,2007,452,18067,1853
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,2891882,1629223,1262659,389273,604367,1863571,1186472,677099,3457615,560261,7091,3091,143865,27404,720791,14297,56775,796223,373565,1169788,482462,735730,532587,627198,375643,229987,31008,3014615,1003050,4017665,2352671,1080237,763529,431221,724904,125375,38031,86964,124995,110671,512687,216606,185410,207987,45988,78982,614318,135560,28837,34659,4845,977,107120,7988
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,1195523,699428,496095,272266,42263,930886,545030,385856,1504641,274221,12542,1629,152540,9619,288895,3791,17236,404746,98084,502830,271061,422207,218189,225331,120715,64060,9724,1331287,545980,1877267,1150104,454836,341479,158182,348751,29927,12310,35091,47401,40200,205666,82627,82839,109422,25627,99928,259264,71403,16511,19862,2754,597,37587,3363
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,2825845,1559760,1266085,504461,30206,1704054,1125204,578850,3379906,286558,15573,1570,29766,154882,770005,22269,71879,796496,382818,1179314,321457,622362,487227,698604,395234,335413,40828,2901125,778000,3679125,1972486,1084858,801590,507573,699588,106291,31720,74454,106174,117330,502014,228697,155987,166043,47252,48936,533856,145947,34973,40799,4774,1052,100881,8464
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,1650672,932432,718240,480913,57488,1046857,670018,376839,2006984,367664,2387,935,66535,6387,381722,6217,29758,428616,157016,585632,268627,423711,296910,380344,224998,153256,18106,1765952,596213,2362165,1406364,584243,453229,190739,421140,44074,11663,37583,49246,47525,257585,103991,106069,134259,33059,84717,324131,85186,21152,26122,3973,997,38710,4574
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,3673808,1959220,1714588,867713,437571,1868560,1334211,534349,3492202,390974,34667,20469,668050,24528,917626,57964,135750,430844,877522,1308366,325084,666693,812381,790443,542228,493236,73475,3703540,601547,4305087,2460820,1361821,818467,728714,770480,187414,36059,91544,127603,149225,647880,286874,211781,182251,38074,79272,723785,111423,22289,26991,3915,787,133609,14073
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,2189425,1255222,934203,640483,281695,1493953,925232,568721,2501741,471951,3902,13540,354189,5049,488748,7548,43055,591119,230563,821682,416869,691348,368723,416761,255650,156225,21729,2327305,884626,3211931,2008314,809135,535827,216364,579750,61234,15073,55602,70675,73125,365093,145062,146906,179714,40821,167950,470048,102146,23953,29970,4819,1198,54139,6214
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,906509,512099,394410,47985,1141933,792065,442898,349167,1521618,96182,8467,685,4969,6191,186202,2579,17047,333440,71572,405012,166664,218718,121404,160961,113019,58461,9248,848475,790613,1639088,1011352,390419,241534,83144,292483,21845,9605,32683,42288,35991,163042,64261,62790,93252,21041,50913,229070,50661,8718,10189,1195,276,29703,2446
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,2397538,1947828,554687,1564369,2763328,1746286,1017042,5237009,693052,23946,8912,94783,38212,904710,45039,138887,904661,764271,1668932,544346,1038955,851714,830070,485052,373100,97219,4220456,1481778,5702234,3580633,1567252,948469,630639,934281,196514,35768,96688,132456,140025,662495,279902,242568,298134,87208,150754,792059,193089,49411,61091,9421,2259,134054,13629
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,644304,493506,265184,36039,773916,473795,300121,1437623,178925,942,340,28216,4530,240042,3209,18183,367158,77832,444990,183972,300965,201646,260772,139479,96847,9913,1193594,440363,1633957,917343,393539,343021,117741,316237,22964,14578,36802,51380,38462,190464,78207,73795,87928,18988,66841,239940,56487,12180,14708,2101,427,37625,2786
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,666291,491523,247308,40514,822797,501422,321375,1328385,306364,2081,1371,187899,6238,272486,3982,21196,293480,133759,427239,229217,396713,204316,229103,116041,81333,9703,1266426,552643,1819069,1078349,436486,313455,135933,325984,25840,9159,32003,41162,37244,189010,74180,77586,106170,23844,80436,250755,62672,14807,17950,2608,535,28809,3410
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,3940210,3231513,1180703,348876,4048993,2809816,1239177,8090254,673704,134192,27090,340404,127786,1925019,235018,490260,1165718,2056739,3222457,559840,1234549,1383055,1414563,867256,1086650,190336,6736249,1353077,8089326,5184734,2624165,1586132,1555272,1382496,612584,96584,236257,332841,352685,1286031,568235,365111,364149,93586,133498,1426982,280248,62953,74115,9251,1911,295262,27223
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,951639,542756,408883,224942,505609,690167,429211,260956,1422986,17332,47653,2117,781,409,297308,3342,13857,354278,66638,420916,246480,260661,210964,130700,93340,66358,8804,1017307,460166,1477473,841958,398257,253488,98784,331942,19805,26345,59487,85832,57004,200941,79603,64334,67366,7525,83047,270070,35329,4922,5825,713,190,50440,1575
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,1939994,1059692,880302,134952,305125,1072969,753843,319126,2239370,227465,17452,7477,121791,12260,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1414154,748339,462741,374021,463109,119513,32108,68582,100690,94793,362797,157065,110939,109995,23032,73768,418185,69416,12537,14741,1833,371,94172,6097
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,619012,580380,66948,20374,714076,407008,307068,1307211,187197,1990,230,113467,3347,367352,7752,31062,538538,100824,639362,163025,378554,269872,247257,111600,65700,15429,1251437,319622,1571059,777431,438905,396967,163470,346267,37274,37275,60252,97527,61760,212475,84254,66461,68615,14762,64348,246068,43462,7172,8615,1183,260,95234,3484
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,1121550,927917,353093,18333,1215104,800214,414890,2440312,239607,9098,1260,38210,87453,485126,13212,49056,626872,226801,853673,208511,507318,459156,453404,244804,214003,36983,2124179,579039,2703218,1450907,752303,603739,310230,498771,67342,26079,56682,82761,76036,331678,143725,111917,131446,39342,65893,371741,106679,27036,32051,4106,909,74756,5798
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,1201034,1024660,323236,29635,1354947,844805,510142,2691952,146970,4408,1182,141315,12810,562653,14093,57423,774522,200949,975471,288427,495822,407977,556706,299993,243457,20884,2313266,545423,2858689,1517324,800492,671702,374085,550485,67211,34375,67378,101753,83191,359607,157231,119185,137863,40776,54823,401102,111364,27333,32495,4263,899,95038,5649
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,348289,317778,55586,6976,347178,229676,117502,780384,26264,15471,219,24762,1046,194228,3517,15721,295847,44989,340836,86480,165284,134734,175070,89023,48418,3451,702460,121922,824382,382024,242296,222963,98475,181960,17110,19204,29971,49175,32456,114147,46485,35206,34018,7779,31664,133398,22973,3810,4590,614,166,44158,1749
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,1651266,1259410,649745,77592,1898395,1206933,691462,3795424,441254,9882,1279,35497,28134,595560,15145,59296,779929,376302,1156231,390337,788150,535848,643327,328020,236302,29051,2951035,976795,3927830,2402794,1089900,809935,376000,723697,97376,34195,77570,111765,92587,469237,198967,177683,215367,62612,125356,564956,145894,41088,50093,7339,1666,98038,8995
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,8227161,4591396,3635765,730089,1542451,4492767,3363123,1129644,8716055,1355630,280700,39149,449617,172052,2231800,256170,551643,713994,2904157,3618151,712171,1530916,1588196,1751284,1080597,961719,114453,7739336,1692022,9431358,6184519,3241888,1579921,1741244,1758319,632143,96076,254251,350327,435279,1535929,657707,442943,451745,92615,192508,1769316,250784,44923,52217,6102,1192,358299,35118
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,552617,466841,188830,149507,608235,392316,215919,1057096,53854,2696,2147,175417,5663,266155,4313,16260,268486,120218,388704,140470,186781,201471,225208,158055,93772,7017,1012774,212054,1224828,659540,370227,270107,170620,263170,28598,13479,33834,47313,45226,201617,91911,64480,47580,6170,35608,219560,35427,4227,4772,454,91,42921,2754
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,487703,382214,229462,80471,569792,340353,229439,859949,142672,1707,518,179330,8476,196022,1875,10757,274925,55921,330846,166509,238985,160331,162762,116032,47865,7294,899778,291525,1191303,682919,302425,210185,97022,240347,10854,8898,27564,36462,31483,151658,63577,56598,59947,9825,83047,190683,33948,6237,7325,909,179,25936,1942
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,1115980,906594,328518,514057,1355999,815475,540524,2251401,239236,4567,1596,249874,11422,446516,6094,29917,629243,168889,798132,391944,562739,382001,389924,245819,123074,21889,2117390,718204,2835594,1549263,733258,483813,245261,575266,39344,27030,78034,105064,92410,403805,174490,136905,117638,13878,174880,481605,65953,8902,10268,1141,225,82559,4937
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,156333,87313,69020,22113,3287,109937,62807,47130,175102,18691,4264,56,76,16,34364,676,3447,34977,21172,56149,15941,36011,50004,31775,20077,20074,1440,175322,67610,242932,135220,62907,38815,23140,43516,784,507,2685,3192,5735,24938,9335,9868,14808,1953,18932,32723,7400,927,1089,130,32,3679,226
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,51053,39249,540,128280,76238,42615,33623,10810,3086,129049,136,400,59,18764,184,1782,30377,3783,34160,17382,28163,30589,18971,12213,8105,240,115663,38191,153854,86255,39324,18329,8319,27448,1411,584,3362,3946,4975,15386,5409,5002,8534,1231,14509,22711,2058,163,192,26,3,4136,250
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,104013,91922,443,254787,122655,70594,52061,12034,2886,254979,152,495,87,29894,837,4496,52972,4853,57825,32860,67907,65475,38567,23284,14523,509,243125,57561,300686,168608,67802,37096,17498,42769,6655,758,4460,5218,6270,22736,8059,8407,17268,4694,15364,37205,6333,1030,1223,158,35,5155,327
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,148012,116465,1000,419210,233622,124143,109479,43833,1649,426819,140,2409,53,22798,256,2170,38008,1826,39834,46757,81735,91395,62033,40438,24940,598,347896,191001,538897,314439,111516,52008,9623,33051,1017,289,2546,2835,4632,16797,5986,6179,13208,1647,9067,27914,3125,406,484,70,8,2964,823
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,47403,37603,22,134626,70675,37237,33438,2995,589,134760,59,425,57,11541,125,1362,23982,4119,28101,11155,28461,26794,17867,11645,7102,270,103294,45317,148611,90273,33290,16924,5233,23804,352,264,1483,1747,3054,11219,3971,4194,9422,2089,9740,20289,1927,234,259,22,3,2002,90
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,269304,152617,116687,40593,1808,195319,109377,85942,267146,107323,4322,106,114,24,49507,880,5110,65961,38302,104263,32396,69738,87932,55803,37899,28550,3214,315532,118088,433620,251975,107196,62060,34893,83390,873,1181,5299,6480,11800,49873,19014,19059,25862,3080,35984,65413,12063,1108,1268,130,30,6551,539
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,70148,59681,248,173606,87929,46533,41396,7553,1115,174112,108,635,70,14026,276,2437,36084,5806,41890,20670,29382,38350,31734,22729,15636,405,158906,42156,201062,113715,43646,25165,7360,32455,2313,1272,3745,5017,4814,15806,5535,5457,12397,2570,11755,28803,1594,189,240,43,8,5153,79
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,102513,89634,509,305180,126073,72262,53811,17272,3359,289708,56,1004,38,24550,288,2368,62698,11518,74216,51578,70679,52762,31328,9473,2484,298,218602,100781,319383,216742,70424,29926,15115,54960,2057,958,3992,4950,7301,26346,9488,9557,20576,5485,13435,45070,6285,440,512,67,5,5490,450
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,578030,287270,290760,5642,661158,326786,204303,122483,144935,14185,543394,2495,3111,303,135941,5032,19306,106248,108843,215091,118135,163729,127722,94579,58836,61639,9397,634037,168575,802612,545961,192428,86576,79933,93999,59647,8824,14620,23444,22449,76900,28384,26067,46821,13667,38742,107279,12644,1672,2001,278,51,38908,1456
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,187527,87371,100156,1317,376099,154180,88839,65341,12456,1646,271596,34,284,45,41677,510,4333,76546,7171,83717,67749,61526,34677,26748,13544,8039,2934,215217,165184,380401,291097,72934,30362,17352,57268,6500,2159,3611,5770,6187,23935,8404,9344,24677,10460,26582,42117,9912,1931,2507,429,147,10306,528
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,82062,45003,37059,319,134237,53069,32826,20243,7036,1050,132984,27,332,10,10940,179,1625,35930,3713,39643,25906,28921,21506,13858,3998,826,831,95846,44849,140695,97082,30605,14495,6721,22964,873,674,1545,2219,2579,9858,3498,3781,8929,3202,10414,17672,3357,310,397,72,15,2782,139
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,358702,193438,165264,8810,474009,255693,151914,103779,122936,106788,389956,209,3392,144,51301,1630,8872,139351,18594,157945,85733,129178,90963,70941,29404,10856,3547,420622,208900,629522,427629,143604,70599,35051,113504,6163,3339,9362,12701,16475,58500,21168,20857,41203,9376,42348,92589,12008,1212,1437,188,37,15746,791
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,230678,117307,113371,168,375097,163345,89694,73651,6498,1533,366881,58,1313,38,32873,149,2462,74832,12299,87131,80318,78208,45046,28417,12295,6450,541,251275,133244,384519,278569,69988,33431,12548,59459,3555,1765,3905,5670,6781,24288,8599,8908,23307,10355,26071,46341,7167,608,729,108,13,9383,479
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,340595,169547,171048,627,373542,174636,104643,69993,13249,5264,379134,105,1570,76,79804,4019,21093,20570,80341,100911,29332,68214,100103,78752,37701,31310,2058,347470,38248,385718,235892,108094,56092,59257,40704,38953,4018,7194,11212,10677,43041,15555,16809,22808,4851,11195,54536,7544,786,861,65,10,18971,963
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,63388,62357,100802,51440,49362,17,123466,60342,34129,26213,1075,699,123446,9,151,45,23948,186,2263,18395,12717,31112,14491,31359,30454,16259,4956,4087,78,101684,15449,117133,78778,29690,17189,13445,19196,6021,1463,2145,3608,3241,12517,4424,4852,7908,1627,6854,17656,2478,234,263,26,3,5263,187
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,42918,41037,65895,34147,31748,84,73609,36672,22733,13939,4000,4426,75210,16,108,2,14853,367,1986,9669,12507,22176,11367,18046,20399,9849,3473,2530,62,65726,14217,79943,52147,20576,11167,8392,11439,5233,953,1521,2474,2397,8927,3156,3374,4932,963,3248,12072,1550,141,154,12,1,3520,142
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,60599,57295,62861,36444,26417,146,112354,45566,28517,17049,1668,522,63892,52,51549,122,9283,162,1329,21993,5273,27266,19890,21114,16629,10538,3763,2515,125,74574,54874,129448,80723,25303,11831,6657,19088,3249,701,1777,2478,3075,11321,4043,4203,7639,1456,10250,17927,2141,219,241,21,1,2585,242
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,82891,78537,121122,64515,56607,178,153533,78292,46230,32062,5231,1290,127124,74,27543,93,26394,482,3725,21479,17315,38794,22181,33313,34774,19918,8503,5509,116,124314,32451,156765,100250,39690,21424,15871,24286,7832,1683,2777,4460,4010,16569,5783,6776,9832,1756,7341,23345,2773,252,264,11,1,6235,274
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,44828,41536,60191,32977,27214,51,82080,39339,24016,15323,2989,1782,69104,13,12328,25,12158,90,1073,16726,4129,20855,9328,19711,19949,10756,3180,1771,22,64717,20091,84808,55914,20082,10318,6263,13786,2921,1037,1446,2483,2351,8670,3048,3271,5166,885,4368,12580,1406,124,141,15,2,3077,94
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,28594,27980,42233,21861,20372,83,54642,19461,12211,7250,933,514,54977,11,102,4,7400,168,1194,7043,5784,12827,8422,14151,12130,7269,3628,2204,69,47873,8787,56660,37127,12784,6636,4797,7767,2970,407,835,1242,1279,4996,1728,1989,3809,867,3834,8059,902,80,87,6,1,1866,88
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,32851,32086,54476,27598,26878,32,62889,32397,18261,14136,991,335,63444,6,60,9,12315,131,987,7472,8018,15490,8771,14985,16237,9062,2915,2128,35,54133,5963,60096,39568,15894,9404,7043,9272,3113,713,996,1709,1480,5948,2111,2357,3988,935,1949,8522,1193,123,130,7,0,2735,118
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,197394,181417,278037,150142,127895,0,223989,151350,99645,51705,108900,31212,234239,566,1270,2148,71413,3303,12077,49116,62853,111969,34539,61815,80076,44343,26712,27532,2939,277956,58926,336882,243392,98601,36618,50453,36263,33254,3846,7781,11627,11301,40012,15072,13639,21726,3367,7626,60448,3198,463,570,86,21,12516,866
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,138966,129022,197489,107038,90451,0,224738,114825,68140,46685,25496,4384,234955,998,1519,80,50724,1928,7982,31845,44255,76100,21654,46756,57726,30518,19855,23439,1770,201718,45802,247520,173701,68485,25557,29077,30993,19010,4045,5281,9326,6521,22915,8262,8132,16961,2934,16008,37269,1116,256,288,28,4,13463,677
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,101092,93530,159494,83479,76015,0,178431,100067,57084,42983,9840,2057,181847,78,442,66,40154,537,2728,37536,17742,55278,20259,43483,54035,27425,13077,10299,870,169448,22555,192003,111243,52853,30363,20192,31404,8870,2512,4144,6656,5376,21336,7755,8205,13619,733,10763,32371,1393,76,91,13,2,8489,346
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,131753,118507,119626,67432,52194,0,238285,147654,79425,68229,8102,3444,236494,84,1256,314,14398,178,2844,43607,7415,51022,37431,46055,30500,7628,3565,1772,107,127058,130529,257587,168773,53600,27437,5647,36498,3623,1076,1939,3015,3117,13754,4803,5834,20409,4169,14617,33129,3305,370,418,44,4,4495,381
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,83743,79675,105893,57926,47967,0,157146,80277,41556,38721,3563,950,158224,31,350,17,36182,170,1558,38903,7295,46198,22494,32722,30434,12785,7268,5926,481,112110,44456,156566,108514,37842,16969,9553,30943,4878,3925,5097,9022,5665,16854,5810,5379,10753,1262,7420,27634,248,23,27,3,1,9982,219
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,101933,94663,117511,63653,53858,0,190916,98154,52931,45223,2979,1052,191864,27,572,5,24998,155,2251,40690,9451,50141,29602,40900,33514,15013,6008,2760,116,127913,66450,194363,134573,43210,18762,7687,33861,4402,1266,2726,3992,4022,15138,5246,5870,17278,2579,12540,31260,1005,122,136,10,4,6586,228
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,84505,81838,128208,67385,60823,0,156621,78412,42096,36316,5605,2043,158236,34,318,8,25268,198,1757,38499,8170,46669,15865,37024,41627,18746,10223,8030,401,131916,25048,156964,106951,40510,18811,10923,28312,3203,1354,2349,3703,3266,13080,4549,5265,15026,1460,16317,27684,916,128,147,19,0,4522,359
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,71217,69540,102881,53504,49377,0,136561,79466,41178,38288,2580,772,136995,39,286,6,28846,261,2008,31267,6044,37311,16523,30889,35113,17282,8821,5560,1107,115295,25988,141283,91709,32267,16730,9954,25713,3712,1491,2702,4193,3343,12086,4185,4558,12308,1746,9239,24291,605,69,83,12,2,5354,275
